YEARCOM,NUTS3,CITY,TIME,NRVIC_cat,NRPERP,CRIMESCENE,MODUS,TYPEHOM,RELAT,PROCESS,TYPE,PRINCIPAL,GENDER_vic,GENDER_perp,AGE_vic,AGE_perp,BIRTHCOUNTRY_vic,BIRTHCOUNTRY_perp,SUICIDE
2018,Twente,Urban,Morning (6-12),Single,Single,Private home,Motor vehicle,Robbery killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Missing,Other Europe,No
2015,West-Noord-Brabant,Urban,Missing,Single,Multiple,"Street, road, public transportation or other public place",Missing,Killing by mentally disturbed person (non-family),Missing,Solved,Victim,"Yes, principal victim",Male,Female,25to39,40to64,Other Europe,Missing,No
2012,Agglomeratie ’s-Gravenhage,Urban,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Netherlands,Missing,No
2015,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,Private home,Hanging/Strangulation/Suffocation,Partner killing,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Netherlands,Netherlands,No
2020,Groot-Amsterdam,Urban,Night (12-6),Single,Missing,Private home,Other,Other,Missing,Solved,Victim,"Yes, principal victim",Female,Male,<=6,25to39,Other non-European,Missing,Missing
2014,Arnhem/Nijmegen,Rural,Evening (6-12),Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Missing,Missing
2015,Groot-Amsterdam,Urban,Evening (6-12),Single,Missing,Private home,Firearm,Partner killing,(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,Missing,40to64,Missing,Missing,No
2019,Twente,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Missing,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Female,>=65,>=65,Netherlands,Missing,No
2016,Ijmond,Urban,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Child killing (family and non-family),(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,<=6,40to64,Missing,Missing,Missing
2020,Zuid-Limburg,Rural,Evening (6-12),Single,Single,"Park, forest or recreational area",Hanging/Strangulation/Suffocation,Robbery killing,Partner,Unsolved,Victim,"Yes, principal victim",Female,Male,>=65,40to64,Netherlands,Netherlands,No
2017,Groot-Rijnmond,Urban,Morning (6-12),Single,Missing,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Partner killing,(Step)Child,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Netherlands,Missing
2013,West-Noord-Brabant,Urban,Night (12-6),Single,Missing,Private home,Firearm,Missing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Missing,>=65,40to64,Missing,Netherlands,Missing
2017,Zuidoost-Friesland,Urban,Night (12-6),Single,Missing,Private home,Hanging/Strangulation/Suffocation,Missing,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Male,40to64,18to24,Other non-European,Missing,No
2016,Agglomeratie ’s-Gravenhage,Urban,Missing,Single,Missing,"Park, forest or recreational area",Knife or other sharp object/weapon,Other in non-criminal milieu,Other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Missing,Missing,No
2014,Arnhem/Nijmegen,Urban,Morning (6-12),Multiple,Single,"Street, road, public transportation or other public place",Firearm,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Missing,No
2011,West-Noord-Brabant,Urban,Night (12-6),Single,Missing,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Missing,25to39,40to64,Missing,Other Europe,No
2011,Oost-Zuid-Holland,Urban,Missing,Single,Single,Missing,Knife or other sharp object/weapon,Missing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,No,Male,Female,40to64,40to64,Other Europe,Netherlands,Yes
2011,Zuid-Limburg,Urban,Missing,Single,Single,"Street, road, public transportation or other public place","Hitting, kicking or other similar physical violence without weapon,",Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Missing,Missing,No
2019,Flevoland,Urban,Morning (6-12),Single,Missing,Missing,Knife or other sharp object/weapon,Other in non-criminal milieu,Other,Unsolved,Victim,"Yes, principal victim",Male,Male,>=65,>=65,Netherlands,Netherlands,No
2014,Zuidoost-Friesland,Rural,Night (12-6),Single,Single,"Street, road, public transportation or other public place",Firearm,Partner killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,18to24,18to24,Other non-European,Other non-European,No
2018,Noord-Friesland,Urban,Missing,Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Missing,7to17,40to64,Netherlands,Missing,No
2014,Groot-Rijnmond,Urban,Morning (6-12),Single,Single,Other,Missing,Killing by mentally disturbed person (non-family),Missing,Solved,Victim,"Yes, principal victim",Male,Male,>=65,40to64,Netherlands,Netherlands,No
2020,Groot-Rijnmond,Urban,Night (12-6),Single,Missing,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,Missing,Netherlands,Other Europe,Missing
2012,Groot-Rijnmond,Urban,Morning (6-12),Single,Multiple,Private home,"Hitting, kicking or other similar physical violence without weapon,",Other familial killing,Other relative,Solved,Victim,"Yes, principal victim",Male,Male,>=65,25to39,Missing,Other Europe,Missing
2012,Arnhem/Nijmegen,Urban,Afternoon (12-6,Single,Single,"Street, road, public transportation or other public place",Blunt object,Other in non-criminal milieu,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Missing,Netherlands,No
2013,Agglomeratie Leiden en Bollenstreek,Urban,Missing,Single,Single,Private home,Hanging/Strangulation/Suffocation,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Other Europe,Netherlands,No
2012,Noord-Friesland,Urban,Afternoon (12-6,Single,Missing,Private home,Firearm,Partner killing,Missing,Unsolved,Victim,"Yes, principal victim",Female,Missing,40to64,>=65,Missing,Missing,Missing
2016,Utrecht,Urban,Missing,Single,Single,Private home,Smoke or fire,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Missing,25to39,40to64,Other Europe,Other non-European,No
2014,Flevoland,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Child killing (family and non-family),(Step)Child,Solved,Victim,"Yes, principal victim",Male,Male,Missing,25to39,Missing,Missing,No
2014,Groot-Amsterdam,Urban,Night (12-6),Single,Single,Missing,Firearm,Missing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Netherlands,Netherlands,No
2013,Noord-Overijssel,Rural,Night (12-6),Multiple,Single,Other,Firearm,Other familial killing,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Male,7to17,25to39,Missing,Other non-European,No
2013,Zuidwest-Drenthe,Missing,Missing,Single,Multiple,Private home,Knife or other sharp object/weapon,Missing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Missing,No
2018,Noordoost-Noord-Brabant,Urban,Missing,Single,Single,Private home,Missing,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Netherlands,Missing,No
2011,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Multiple,Other,Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,18to24,Missing,Netherlands,Netherlands,No
2012,Groot-Rijnmond,Urban,Night (12-6),Single,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Robbery killing,Friend or longtime acquaintance,Solved,Victim,"Yes, principal victim",Female,Male,7to17,25to39,Missing,Missing,No
2012,Zuid-Limburg,Urban,Night (12-6),Multiple,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Criminal milieu,Missing,Solved,Victim,No,Female,Male,Missing,18to24,Missing,Netherlands,No
2015,Noordoost-Noord-Brabant,Urban,Afternoon (12-6,Single,Multiple,Private home,Knife or other sharp object/weapon,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Other Europe,No
2014,Zuid-Limburg,Urban,Evening (6-12),Single,Single,Private home,Firearm,Criminal milieu,Other relative,Unsolved,Victim,"Yes, principal victim",Male,Female,<=6,25to39,Missing,Missing,No
2020,Arnhem/Nijmegen,Urban,Evening (6-12),Single,Single,Private home,Firearm,Missing,Other,Unsolved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Netherlands,Missing,No
2011,Twente,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Netherlands,Missing,No
2012,Oost-Zuid-Holland,Urban,Evening (6-12),Multiple,Single,Private home,Missing,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Missing,40to64,40to64,Netherlands,Other non-European,No
2012,Zuid-Limburg,Urban,Morning (6-12),Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Nightlife violence,Missing,Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Other non-European,No
2014,Groot-Amsterdam,Urban,Morning (6-12),Single,Single,"Shop, restaurant or other place of entertainment and amusement",Firearm,Missing,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Missing,Missing
2015,West-Noord-Brabant,Rural,Night (12-6),Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Missing,No
2013,Zuid-Limburg,Urban,Missing,Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Partner killing,Other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Missing,Missing,No
2014,Oost-Zuid-Holland,Urban,Missing,Multiple,Single,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Missing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,No,Male,Male,25to39,18to24,Other Europe,Missing,Suicide attempt only
2011,Groot-Amsterdam,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Other familial killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Female,Male,18to24,18to24,Missing,Netherlands,Missing
2017,Noordoost-Noord-Brabant,Rural,Afternoon (12-6,Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Unsolved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Other Europe,Yes
2017,Groot-Amsterdam,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Partner,Unsolved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Other non-European,Missing,No
2017,Groot-Rijnmond,Urban,Missing,Single,Single,Private home,Firearm,Other in non-criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Male,Male,40to64,Missing,Netherlands,Other Europe,Yes
2016,Midden-Noord-Brabant,Rural,Evening (6-12),Single,Missing,Private home,Knife or other sharp object/weapon,Missing,Partner,Unsolved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Other non-European,Missing,Missing
2020,West-Noord-Brabant,Urban,Evening (6-12),Single,Multiple,Other,"Hitting, kicking or other similar physical violence without weapon,",Missing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Netherlands,Other Europe,Missing
2012,Agglomeratie ’s-Gravenhage,Urban,Afternoon (12-6,Single,Multiple,"Park, forest or recreational area",Motor vehicle,Criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Missing,Other Europe,Missing
2019,Groot-Amsterdam,Urban,Morning (6-12),Single,Missing,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Other in non-criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,18to24,18to24,Missing,Netherlands,No
2013,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Smoke or fire,Other in non-criminal milieu,(Step)Child,Unsolved,Victim,"Yes, principal victim",Male,Female,40to64,Missing,Netherlands,Missing,Missing
2011,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Multiple,"Shop, restaurant or other place of entertainment and amusement",Blunt object,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,7to17,40to64,Netherlands,Other non-European,No
2013,Veluwe,Urban,Morning (6-12),Single,Single,Private home,Blunt object,Partner killing,Missing,Unsolved,Victim,"Yes, principal victim",Female,Missing,18to24,>=65,Missing,Missing,No
2012,Utrecht,Urban,Missing,Single,Single,Private home,Firearm,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,25to39,Missing,Netherlands,Missing,Suicide attempt only
2020,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Firearm,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,18to24,18to24,Netherlands,Missing,No
2017,Missing,Rural,Morning (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,25to39,18to24,Other non-European,Netherlands,No
2011,Groot-Amsterdam,Urban,Morning (6-12),Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Female,Missing,25to39,40to64,Other non-European,Netherlands,No
2014,Arnhem/Nijmegen,Rural,Morning (6-12),Single,Multiple,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Missing,Netherlands,No
2019,Arnhem/Nijmegen,Urban,Evening (6-12),Single,Single,Private home,Firearm,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Missing,Missing
2011,Midden-Noord-Brabant,Urban,Night (12-6),Single,Single,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Nightlife violence,Missing,Solved,Victim,"Yes, principal victim",Male,Male,<=6,40to64,Other non-European,Other non-European,No
2014,Overig Zeeland,Rural,Night (12-6),Single,Single,Private home,Firearm,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Netherlands,Netherlands,Yes
2020,Noordoost-Noord-Brabant,Rural,Morning (6-12),Single,Single,Private home,Missing,Partner killing,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Male,7to17,25to39,Missing,Missing,No
2017,Twente,Urban,Missing,Single,Single,Private home,Missing,Partner killing,Perpetrator and victim do not know each other,Unsolved,Victim,"Yes, principal victim",Male,Female,25to39,Missing,Other Europe,Missing,Missing
2020,Overig Zeeland,Urban,Night (12-6),Single,Single,Private home,Firearm,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Netherlands,Other Europe,No
2011,Groot-Rijnmond,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Missing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Missing,Missing,Yes
2012,Arnhem/Nijmegen,Rural,Evening (6-12),Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Netherlands,Netherlands,No
2014,West-Noord-Brabant,Urban,Night (12-6),Single,Multiple,"Street, road, public transportation or other public place",Motor vehicle,Missing,Other,Solved,Victim,No,Female,Male,18to24,40to64,Missing,Netherlands,No
2019,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Blunt object,Other in non-criminal milieu,Other,Solved,Victim,"Yes, principal victim",Male,Male,Missing,18to24,Other Europe,Other Europe,No
2020,Noordoost-Noord-Brabant,Urban,Night (12-6),Single,Single,Private home,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,(Step)Child,Solved,Victim,No,Female,Male,25to39,40to64,Netherlands,Other Europe,Suicide attempt only
2012,Groot-Rijnmond,Urban,Night (12-6),Single,Single,Private home,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Missing,Other non-European,No
2017,Groot-Rijnmond,Rural,Missing,Single,Single,Private home,Firearm,Other in non-criminal milieu,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Other non-European,No
2014,Overig Groningen,Rural,Morning (6-12),Single,Single,"Street, road, public transportation or other public place","Hitting, kicking or other similar physical violence without weapon,",Missing,Other,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Netherlands,No
2013,Flevoland,Urban,Evening (6-12),Single,Single,"Street, road, public transportation or other public place","Hitting, kicking or other similar physical violence without weapon,",Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Missing,Missing
2013,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,Missing,Other,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,40to64,Missing,Netherlands,No
2020,West-Noord-Brabant,Urban,Evening (6-12),Multiple,Multiple,"Street, road, public transportation or other public place",Hanging/Strangulation/Suffocation,Robbery killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,7to17,25to39,Netherlands,Missing,No
2015,Midden-Noord-Brabant,Rural,Night (12-6),Single,Single,Private home,Missing,Missing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Female,Male,Missing,25to39,Other Europe,Missing,No
2019,Groot-Rijnmond,Urban,Missing,Single,Single,Other,"Hitting, kicking or other similar physical violence without weapon,",Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,>=65,Other non-European,Other Europe,Missing
2020,Groot-Rijnmond,Rural,Missing,Single,Single,Private home,Firearm,Other,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,18to24,Missing,Missing,No
2012,Groot-Amsterdam,Missing,Evening (6-12),Single,Missing,"Street, road, public transportation or other public place",Motor vehicle,Criminal milieu,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Netherlands,No
2014,West-Noord-Brabant,Urban,Evening (6-12),Single,Multiple,Other,Hanging/Strangulation/Suffocation,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Netherlands,Missing,No
2016,Agglomeratie ’s-Gravenhage,Urban,Afternoon (12-6,Single,Single,Other,Hanging/Strangulation/Suffocation,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Missing,Missing,No
2016,Noord-Drenthe,Urban,Missing,Single,Single,Other,Knife or other sharp object/weapon,Other in non-criminal milieu,Other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,25to39,Netherlands,Missing,Missing
2020,Oost-Zuid-Holland,Urban,Evening (6-12),Single,Single,Private home,Firearm,Other in non-criminal milieu,Partner,Solved,Victim,No,Female,Male,25to39,7to17,Other Europe,Missing,No
2017,Zuidoost-Zuid-Holland,Urban,Morning (6-12),Single,Multiple,Private home,Knife or other sharp object/weapon,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,18to24,25to39,Other non-European,Missing,No
2016,Midden-Limburg,Rural,Afternoon (12-6,Single,Multiple,Private home,Missing,Missing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Male,Male,25to39,18to24,Netherlands,Missing,No
2019,Zuidoost-Noord-Brabant,Urban,Evening (6-12),Single,Missing,Private home,Firearm,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,<=6,40to64,Missing,Other Europe,Yes
2018,Groot-Amsterdam,Urban,Evening (6-12),Single,Single,"Park, forest or recreational area",Firearm,Partner killing,The perpetrator and victim are slightly known to each other (not friends),Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Netherlands,Netherlands,No
2011,Zuidoost-Noord-Brabant,Urban,Missing,Multiple,Single,Other,Missing,Criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Netherlands,No
2011,Overig Zeeland,Urban,Morning (6-12),Single,Single,Private home,Firearm,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Other Europe,Missing,No
2012,Zuidoost-Noord-Brabant,Urban,Night (12-6),Single,Multiple,Private home,Missing,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Missing,40to64,25to39,Missing,Other Europe,No
2017,West-Noord-Brabant,Rural,Missing,Single,Single,Private home,Missing,Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Other non-European,Other Europe,No
2013,Midden-Limburg,Rural,Missing,Single,Missing,Private home,Firearm,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,40to64,Netherlands,Missing,No
2015,Groot-Rijnmond,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Other non-European,No
2012,Zuidoost-Noord-Brabant,Urban,Missing,Single,Single,Missing,Firearm,Missing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,7to17,Other Europe,Missing,No
2020,Midden-Limburg,Urban,Evening (6-12),Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Other in non-criminal milieu,Partner,Solved,Victim,"Yes, principal victim",Female,Male,25to39,25to39,Netherlands,Netherlands,No
2019,Groot-Rijnmond,Urban,Morning (6-12),Multiple,Missing,Private home,Hanging/Strangulation/Suffocation,Other familial killing,Partner,Solved,Victim,"Yes, principal victim",Male,Female,Missing,25to39,Missing,Netherlands,No
2012,Twente,Urban,Missing,Single,Single,Other,Firearm,Robbery killing,(Step)Parent,Unsolved,Victim,"Yes, principal victim",Male,Male,>=65,Missing,Missing,Netherlands,Missing
2015,Groot-Rijnmond,Urban,Evening (6-12),Single,Single,Private home,Hanging/Strangulation/Suffocation,Criminal milieu,Other relative,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Netherlands,Netherlands,Yes
2019,Midden-Noord-Brabant,Urban,Night (12-6),Single,Multiple,Missing,Hanging/Strangulation/Suffocation,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Missing,Missing,No
2011,Arnhem/Nijmegen,Urban,Missing,Single,Multiple,Private home,Missing,Other familial killing,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,>=65,18to24,Netherlands,Netherlands,No
2019,Zaanstreek,Rural,Missing,Single,Missing,Missing,"Hitting, kicking or other similar physical violence without weapon,",Criminal milieu,Missing,Solved,Victim,No,Male,Male,25to39,25to39,Netherlands,Netherlands,No
2019,Zuidoost-Noord-Brabant,Rural,Missing,Single,Single,Private home,Smoke or fire,Criminal milieu,Other,Solved,Victim,"Yes, principal victim",Missing,Male,40to64,Missing,Netherlands,Other non-European,Missing
2012,Noordoost-Noord-Brabant,Urban,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,18to24,25to39,Missing,Netherlands,No
2015,Midden-Limburg,Missing,Missing,Multiple,Single,"Park, forest or recreational area",Knife or other sharp object/weapon,Killing by mentally disturbed person (non-family),Other,Solved,Victim,"Yes, principal victim",Female,Male,40to64,40to64,Netherlands,Netherlands,No
2012,West-Noord-Brabant,Urban,Missing,Single,Single,Private home,Knife or other sharp object/weapon,Other in non-criminal milieu,Missing,Solved,Victim,"Yes, principal victim",Male,Male,>=65,40to64,Netherlands,Netherlands,No
2017,Oost-Zuid-Holland,Rural,Missing,Single,Missing,Private home,Missing,Partner killing,Friend or longtime acquaintance,Unsolved,Victim,"Yes, principal victim",Male,Male,>=65,25to39,Missing,Other Europe,Missing
2011,Utrecht,Urban,Missing,Single,Multiple,Other,Firearm,Robbery killing,Partner,Solved,Victim,"Yes, principal victim",Male,Male,40to64,25to39,Missing,Netherlands,No
2013,Midden-Noord-Brabant,Urban,Evening (6-12),Single,Missing,Private home,Missing,Missing,Missing,Solved,Victim,"Yes, principal victim",Male,Female,40to64,25to39,Missing,Missing,Missing
2012,Groot-Amsterdam,Urban,Missing,Single,Single,Missing,Firearm,Missing,(Step)Parent,Solved,Victim,"Yes, principal victim",Male,Missing,40to64,18to24,Other non-European,Missing,Missing
2016,Overig Groningen,Urban,Evening (6-12),Single,Single,Private home,"Hitting, kicking or other similar physical violence without weapon,",Partner killing,Partner,Unsolved,Victim,"Yes, principal victim",Female,Missing,18to24,40to64,Missing,Missing,No
2012,Groot-Amsterdam,Rural,Evening (6-12),Single,Single,"Street, road, public transportation or other public place",Firearm,Other in non-criminal milieu,(Step)Parent,Solved,Victim,"Yes, principal victim",Female,Male,18to24,18to24,Missing,Other non-European,No
2011,Groot-Rijnmond,Urban,Afternoon (12-6,Single,Missing,Private home,Firearm,Criminal milieu,Other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Other non-European,Other Europe,No
2020,Groot-Amsterdam,Urban,Afternoon (12-6,Single,Single,Other,Knife or other sharp object/weapon,Other familial killing,(Step)Child,Solved,Victim,"Yes, principal victim",Male,Female,7to17,25to39,Netherlands,Missing,Missing
2019,Midden-Limburg,Urban,Missing,Multiple,Multiple,Other,Blunt object,Criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Netherlands,Missing,No
2019,Overig Groningen,Urban,Evening (6-12),Multiple,Multiple,Private home,Firearm,Partner killing,Missing,Solved,Victim,"Yes, principal victim",Male,Female,18to24,40to64,Other Europe,Other Europe,No
2014,Agglomeratie ’s-Gravenhage,Urban,Evening (6-12),Single,Missing,Other,Hanging/Strangulation/Suffocation,Other in non-criminal milieu,Perpetrator and victim do not know each other,Solved,Victim,No,Male,Missing,40to64,Missing,Missing,Missing,Missing
2015,Delft en Westland,Rural,Evening (6-12),Single,Multiple,"Street, road, public transportation or other public place",Knife or other sharp object/weapon,Missing,Missing,Solved,Victim,"Yes, principal victim",Female,Male,40to64,18to24,Other non-European,Other Europe,No
2012,Agglomeratie ’s-Gravenhage,Rural,Evening (6-12),Single,Single,Private home,Motor vehicle,Missing,Other relative,Solved,Victim,"Yes, principal victim",Male,Male,25to39,40to64,Missing,Netherlands,No
2013,Groot-Amsterdam,Urban,Morning (6-12),Multiple,Missing,"Shop, restaurant or other place of entertainment and amusement",Blunt object,Other familial killing,Missing,Solved,Victim,"Yes, principal victim",Male,Missing,<=6,Missing,Missing,Missing,Missing
2015,Groot-Rijnmond,Rural,Night (12-6),Single,Single,Private home,Knife or other sharp object/weapon,Partner killing,"Ex-Partner(Wife, Husband, Girlfriend, Boyfriend)",Solved,Victim,"Yes, principal victim",Female,Male,40to64,25to39,Missing,Netherlands,No
